date,week,month,quarter,region,country,channel,category,subcategory,sku,promo_flag,units_sold,net_sales,discount_rate,marketing_spend,inventory_level,forecast_demand,supply_lead_time_days,fulfillment_rate,backorder_rate,campaign_name,marketing_roi
2024-06-04,23,6,Q2,LATAM,Mexico,Retail,Footwear,Running,FOO-RUN-0155,None,110,9405.00,0.05,479.63,81,115,17,0.93,0.26,Run Faster,18.61
2024-06-04,23,6,Q2,LATAM,Mexico,Retail,Accessories,Caps,ACC-CAP-0155,None,111,4745.25,0.05,1371.20,62,116,14,0.91,0.44,Travel Light,2.46
2024-06-05,23,6,Q2,North America,Canada,Retail,Apparel,Hoodies,APP-HOO-0156,None,72,2394.00,0.05,1421.62,55,82,12,0.94,0.24,Summer Splash,0.68
2024-06-05,23,6,Q2,North America,USA,Retail,Footwear,Sandals,FOO-SAN-0156,Clearance,142,9192.91,0.28,1275.97,55,175,18,0.93,0.61,Trail Master,6.21
2024-06-05,23,6,Q2,North America,USA,Outlet,Accessories,Watches,ACC-WAT-0156,Clearance,146,4814.46,0.27,769.84,71,151,8,0.92,0.51,Style Up,5.25
2024-06-05,23,6,Q2,Europe,France,Online,Apparel,T-Shirts,APP-TSH-0156,None,132,4389.00,0.05,1574.64,66,137,7,0.92,0.50,Spring Refresh,1.79
2024-06-05,23,6,Q2,Europe,UK,Retail,Footwear,Sneakers,FOO-SNE-0156,BOGO,165,12265.83,0.17,1273.88,99,199,16,0.95,0.40,Trail Master,8.63
2024-06-05,23,6,Q2,Europe,Spain,Marketplace,Accessories,Watches,ACC-WAT-0156,None,69,2949.75,0.05,1634.06,62,74,8,0.95,0.10,Travel Light,0.81
2024-06-05,23,6,Q2,APAC,Japan,Online,Apparel,Jackets,APP-JAC-0156,None,139,4621.75,0.05,448.36,46,165,6,0.97,0.67,Spring Refresh,9.31
2024-06-05,23,6,Q2,APAC,Australia,Marketplace,Footwear,Sandals,FOO-SAN-0156,None,61,5215.50,0.05,1537.78,74,66,17,0.96,0.00,Trail Master,2.39
2024-06-05,23,6,Q2,APAC,India,Outlet,Accessories,Backpacks,ACC-BAC-0156,BOGO,138,4913.13,0.21,441.71,36,143,8,0.95,0.74,Style Up,10.12
2024-06-05,23,6,Q2,LATAM,Brazil,Retail,Apparel,Hoodies,APP-HOO-0156,None,51,1695.75,0.05,266.69,29,58,14,0.92,0.43,Summer Splash,5.36
2024-06-05,23,6,Q2,LATAM,Brazil,Retail,Footwear,Sandals,FOO-SAN-0156,BOGO,80,5161.07,0.28,1702.75,73,97,8,0.91,0.09,City Walks,2.03
2024-06-05,23,6,Q2,LATAM,Mexico,Retail,Accessories,Backpacks,ACC-BAC-0156,BOGO,136,4575.60,0.25,1763.75,69,141,8,0.96,0.49,Style Up,1.59
2024-06-06,23,6,Q2,North America,USA,Retail,Apparel,Jackets,APP-JAC-0157,None,32,1064.00,0.05,582.17,51,37,5,0.97,0.00,Back-to-School,0.83
2024-06-06,23,6,Q2,North America,Canada,Online,Footwear,Sneakers,FOO-SNE-0157,None,54,4617.00,0.05,1406.87,37,59,17,0.92,0.32,Run Faster,2.28
2024-06-06,23,6,Q2,North America,Canada,Outlet,Accessories,Caps,ACC-CAP-0157,Clearance,60,2247.65,0.17,1622.62,67,72,5,0.98,0.00,Style Up,0.39
2024-06-06,23,6,Q2,Europe,France,Retail,Apparel,Jackets,APP-JAC-0157,Flash,149,3678.72,0.29,1437.00,53,154,17,0.95,0.64,Summer Splash,1.56
2024-06-06,23,6,Q2,Europe,France,Marketplace,Footwear,Sneakers,FOO-SNE-0157,BOGO,70,5390.74,0.14,1107.06,90,84,17,0.96,0.00,Run Faster,3.87
2024-06-06,23,6,Q2,Europe,Germany,Marketplace,Accessories,Caps,ACC-CAP-0157,None,100,4275.00,0.05,764.51,65,105,17,0.92,0.35,Travel Light,4.59
2024-06-06,23,6,Q2,APAC,Japan,Retail,Apparel,T-Shirts,APP-TSH-0157,None,142,4721.50,0.05,409.51,66,176,9,0.96,0.54,Spring Refresh,10.53
2024-06-06,23,6,Q2,APAC,Singapore,Retail,Footwear,Sneakers,FOO-SNE-0157,Clearance,46,3029.42,0.27,1564.67,41,53,16,0.98,0.11,Trail Master,0.94
2024-06-06,23,6,Q2,APAC,Japan,Online,Accessories,Watches,ACC-WAT-0157,None,132,5643.00,0.05,1703.12,84,152,5,0.94,0.36,Travel Light,2.31
2024-06-06,23,6,Q2,LATAM,Brazil,Marketplace,Apparel,Hoodies,APP-HOO-0157,None,88,2926.00,0.05,1418.61,85,101,10,0.90,0.03,Back-to-School,1.06
2024-06-06,23,6,Q2,LATAM,Mexico,Online,Footwear,Sandals,FOO-SAN-0157,Flash,73,4647.74,0.29,1209.03,53,78,18,0.91,0.27,City Walks,2.84
2024-06-06,23,6,Q2,LATAM,Chile,Online,Accessories,Watches,ACC-WAT-0157,None,87,3719.25,0.05,1144.11,42,94,14,0.93,0.52,Travel Light,2.25
2024-06-07,23,6,Q2,North America,USA,Online,Apparel,T-Shirts,APP-TSH-0158,Loyalty,204,5728.44,0.20,815.08,92,251,17,0.97,0.55,Back-to-School,6.03
2024-06-07,23,6,Q2,North America,Canada,Online,Footwear,Running,FOO-RUN-0158,None,71,6070.50,0.05,720.55,61,76,10,0.93,0.14,Run Faster,7.42
2024-06-07,23,6,Q2,North America,USA,Outlet,Accessories,Watches,ACC-WAT-0158,Clearance,219,7774.76,0.21,704.66,80,224,5,0.94,0.64,Style Up,10.03
2024-06-07,23,6,Q2,Europe,Spain,Retail,Apparel,Hoodies,APP-HOO-0158,BOGO,138,3634.25,0.25,1795.34,53,143,17,0.94,0.62,Back-to-School,1.02
2024-06-07,23,6,Q2,Europe,Spain,Marketplace,Footwear,Sneakers,FOO-SNE-0158,None,81,6925.50,0.05,1112.27,85,92,14,0.94,0.00,Run Faster,5.23
2024-06-07,23,6,Q2,Europe,UK,Retail,Accessories,Watches,ACC-WAT-0158,BOGO,63,2260.24,0.20,618.35,65,75,15,0.92,0.00,Style Up,2.65
2024-06-07,23,6,Q2,APAC,Japan,Online,Apparel,Jackets,APP-JAC-0158,Loyalty,222,5858.04,0.25,283.61,25,227,10,0.96,0.89,Back-to-School,19.66
2024-06-07,23,6,Q2,APAC,Singapore,Online,Footwear,Running,FOO-RUN-0158,None,54,4617.00,0.05,1543.68,43,67,17,0.91,0.20,Trail Master,1.99
2024-06-07,23,6,Q2,APAC,India,Marketplace,Accessories,Caps,ACC-CAP-0158,None,34,1453.50,0.05,1550.19,59,39,13,0.93,0.00,Everyday Essentials,-0.06
2024-06-07,23,6,Q2,LATAM,Chile,Online,Apparel,T-Shirts,APP-TSH-0158,None,145,4821.25,0.05,1106.65,100,174,6,0.93,0.31,Summer Splash,3.36
2024-06-07,23,6,Q2,LATAM,Chile,Retail,Footwear,Sandals,FOO-SAN-0158,Clearance,149,11190.94,0.17,1573.19,91,185,16,0.94,0.39,Run Faster,6.11
2024-06-07,23,6,Q2,LATAM,Mexico,Retail,Accessories,Caps,ACC-CAP-0158,Flash,224,8138.19,0.19,259.85,27,229,16,0.96,0.88,Style Up,30.32
2024-06-08,23,6,Q2,North America,Canada,Online,Apparel,Hoodies,APP-HOO-0159,None,159,5286.75,0.05,557.16,114,193,16,0.94,0.28,Spring Refresh,8.49
2024-06-08,23,6,Q2,North America,USA,Outlet,Footwear,Sandals,FOO-SAN-0159,BOGO,142,8374.90,0.34,1277.35,68,172,18,0.94,0.52,Run Faster,5.56
2024-06-08,23,6,Q2,North America,USA,Marketplace,Accessories,Watches,ACC-WAT-0159,Flash,192,7520.44,0.13,976.48,69,200,6,0.90,0.64,Style Up,6.70
2024-06-08,23,6,Q2,Europe,Germany,Marketplace,Apparel,T-Shirts,APP-TSH-0159,None,40,1330.00,0.05,600.24,47,48,13,0.91,0.00,Back-to-School,1.22
2024-06-08,23,6,Q2,Europe,UK,Marketplace,Footwear,Sneakers,FOO-SNE-0159,None,115,9832.50,0.05,1111.46,97,140,16,0.92,0.16,Run Faster,7.85
2024-06-08,23,6,Q2,Europe,France,Retail,Accessories,Backpacks,ACC-BAC-0159,BOGO,63,2322.14,0.18,776.94,81,69,20,0.91,0.00,Travel Light,1.99
2024-06-08,23,6,Q2,APAC,Singapore,Retail,Apparel,T-Shirts,APP-TSH-0159,Flash,65,1701.14,0.25,757.58,65,70,14,0.94,0.00,Spring Refresh,1.25
2024-06-08,23,6,Q2,APAC,Australia,Marketplace,Footwear,Running,FOO-RUN-0159,None,90,7695.00,0.05,1084.25,52,102,16,0.95,0.42,City Walks,6.10
2024-06-08,23,6,Q2,APAC,Singapore,Outlet,Accessories,Backpacks,ACC-BAC-0159,None,137,5856.75,0.05,591.35,78,142,7,0.99,0.43,Travel Light,8.90
2024-06-08,23,6,Q2,LATAM,Brazil,Outlet,Apparel,Hoodies,APP-HOO-0159,None,170,5652.50,0.05,1533.08,59,206,5,0.97,0.65,Summer Splash,2.69
2024-06-08,23,6,Q2,LATAM,Brazil,Retail,Footwear,Sneakers,FOO-SNE-0159,Flash,207,13138.19,0.29,609.45,64,242,19,0.94,0.69,Trail Master,20.56
2024-06-08,23,6,Q2,LATAM,Chile,Retail,Accessories,Backpacks,ACC-BAC-0159,Clearance,114,3703.39,0.28,741.12,36,119,14,0.92,0.68,Travel Light,4.00
2024-06-09,23,6,Q2,North America,USA,Outlet,Apparel,T-Shirts,APP-TSH-0160,None,100,3325.00,0.05,751.20,30,105,19,0.91,0.70,Summer Splash,3.43
2024-06-09,23,6,Q2,North America,USA,Online,Footwear,Sneakers,FOO-SNE-0160,None,63,5386.50,0.05,939.25,55,68,12,0.97,0.13,City Walks,4.74
2024-06-09,23,6,Q2,North America,Canada,Outlet,Accessories,Caps,ACC-CAP-0160,BOGO,109,3342.95,0.32,1381.61,59,130,8,0.97,0.46,Travel Light,1.42
2024-06-09,23,6,Q2,Europe,Spain,Outlet,Apparel,T-Shirts,APP-TSH-0160,None,54,1795.50,0.05,645.53,68,64,11,0.90,0.00,Spring Refresh,1.78
2024-06-09,23,6,Q2,Europe,Germany,Online,Footwear,Running,FOO-RUN-0160,None,104,8892.00,0.05,579.73,75,109,7,0.96,0.28,Run Faster,14.34
2024-06-09,23,6,Q2,Europe,Germany,Retail,Accessories,Watches,ACC-WAT-0160,None,102,4360.50,0.05,980.12,39,110,7,0.93,0.62,Everyday Essentials,3.45
2024-06-09,23,6,Q2,APAC,Japan,Marketplace,Apparel,Hoodies,APP-HOO-0160,None,109,3624.25,0.05,918.28,29,114,15,0.92,0.73,Summer Splash,2.95
2024-06-09,23,6,Q2,APAC,Singapore,Outlet,Footwear,Sandals,FOO-SAN-0160,None,73,6241.50,0.05,1377.14,76,78,6,0.91,0.00,City Walks,3.53
2024-06-09,23,6,Q2,APAC,Australia,Outlet,Accessories,Caps,ACC-CAP-0160,None,52,2223.00,0.05,696.36,61,62,7,0.97,0.00,Travel Light,2.19
2024-06-09,23,6,Q2,LATAM,Chile,Marketplace,Apparel,Jackets,APP-JAC-0160,Flash,100,2634.76,0.25,341.87,38,105,17,0.91,0.62,Back-to-School,6.71
2024-06-09,23,6,Q2,LATAM,Chile,Outlet,Footwear,Sandals,FOO-SAN-0160,Flash,108,8111.36,0.17,1653.41,62,113,5,0.96,0.43,Run Faster,3.91
2024-06-09,23,6,Q2,LATAM,Chile,Outlet,Accessories,Caps,ACC-CAP-0160,None,26,1111.50,0.05,1068.82,84,31,15,0.92,0.00,Style Up,0.04
2024-06-10,24,6,Q2,North America,Canada,Marketplace,Apparel,T-Shirts,APP-TSH-0161,Clearance,80,2400.86,0.14,699.90,85,85,14,0.96,0.00,Back-to-School,2.43
2024-06-10,24,6,Q2,North America,Canada,Marketplace,Footwear,Sandals,FOO-SAN-0161,None,49,4189.50,0.05,1115.22,82,59,20,0.93,0.00,City Walks,2.76
2024-06-10,24,6,Q2,North America,USA,Outlet,Accessories,Watches,ACC-WAT-0161,BOGO,123,3954.90,0.29,1554.44,34,128,7,0.94,0.72,Style Up,1.54
2024-06-10,24,6,Q2,Europe,UK,Online,Apparel,Hoodies,APP-HOO-0161,BOGO,125,3346.39,0.24,1237.30,75,152,7,0.94,0.40,Summer Splash,1.71
2024-06-10,24,6,Q2,Europe,UK,Outlet,Footwear,Sandals,FOO-SAN-0161,Flash,89,5585.20,0.30,1472.26,48,104,18,0.94,0.46,Run Faster,2.79
2024-06-10,24,6,Q2,Europe,Germany,Marketplace,Accessories,Watches,ACC-WAT-0161,Loyalty,43,1653.35,0.15,579.51,58,48,15,0.97,0.00,Style Up,1.85
2024-06-10,24,6,Q2,APAC,Australia,Online,Apparel,T-Shirts,APP-TSH-0161,None,105,3491.25,0.05,364.47,65,129,5,0.98,0.38,Spring Refresh,8.58
2024-06-10,24,6,Q2,APAC,Australia,Retail,Footwear,Sandals,FOO-SAN-0161,BOGO,113,7685.74,0.24,817.83,80,118,18,0.98,0.29,City Walks,8.40
2024-06-10,24,6,Q2,APAC,Japan,Retail,Accessories,Caps,ACC-CAP-0161,BOGO,44,1471.14,0.26,1264.91,61,51,5,0.97,0.00,Travel Light,0.16
2024-06-10,24,6,Q2,LATAM,Chile,Online,Apparel,Jackets,APP-JAC-0161,BOGO,86,2562.14,0.15,1290.40,72,91,8,0.91,0.16,Spring Refresh,0.99
2024-06-10,24,6,Q2,LATAM,Chile,Online,Footwear,Sandals,FOO-SAN-0161,None,43,3676.50,0.05,1570.42,49,53,9,0.96,0.00,Trail Master,1.34
2024-06-10,24,6,Q2,LATAM,Mexico,Online,Accessories,Backpacks,ACC-BAC-0161,None,30,1282.50,0.05,1135.39,45,35,8,0.98,0.00,Style Up,0.13
2024-06-11,24,6,Q2,North America,USA,Online,Apparel,T-Shirts,APP-TSH-0162,None,44,1463.00,0.05,706.97,39,50,17,0.91,0.11,Summer Splash,1.07
2024-06-11,24,6,Q2,North America,Canada,Marketplace,Footwear,Sandals,FOO-SAN-0162,None,44,3762.00,0.05,1667.42,69,49,16,0.95,0.00,City Walks,1.26
2024-06-11,24,6,Q2,North America,USA,Retail,Accessories,Backpacks,ACC-BAC-0162,None,118,5044.50,0.05,334.15,46,123,15,0.99,0.61,Travel Light,14.10
2024-06-11,24,6,Q2,Europe,UK,Outlet,Apparel,T-Shirts,APP-TSH-0162,Clearance,110,2824.30,0.27,374.08,49,115,17,0.92,0.56,Summer Splash,6.55
2024-06-11,24,6,Q2,Europe,Germany,Retail,Footwear,Sandals,FOO-SAN-0162,None,38,3249.00,0.05,832.54,68,43,6,0.96,0.00,City Walks,2.90
2024-06-11,24,6,Q2,Europe,Spain,Marketplace,Accessories,Caps,ACC-CAP-0162,None,27,1154.25,0.05,1574.21,51,32,17,0.94,0.00,Travel Light,-0.27
2024-06-11,24,6,Q2,APAC,India,Outlet,Apparel,T-Shirts,APP-TSH-0162,None,81,2693.25,0.05,1499.29,77,86,18,0.91,0.05,Spring Refresh,0.80
2024-06-11,24,6,Q2,APAC,Japan,Marketplace,Footwear,Sandals,FOO-SAN-0162,Loyalty,145,8836.01,0.32,762.23,89,174,14,0.94,0.39,Trail Master,10.59
2024-06-11,24,6,Q2,APAC,India,Outlet,Accessories,Caps,ACC-CAP-0162,Loyalty,63,2077.15,0.27,1093.11,38,68,5,0.92,0.40,Travel Light,0.90
2024-06-11,24,6,Q2,LATAM,Chile,Retail,Apparel,Hoodies,APP-HOO-0162,None,39,1296.75,0.05,650.74,42,44,19,0.91,0.00,Back-to-School,0.99
2024-06-11,24,6,Q2,LATAM,Brazil,Outlet,Footwear,Sneakers,FOO-SNE-0162,BOGO,133,9540.80,0.20,1483.77,51,139,13,0.96,0.62,City Walks,5.43
2024-06-11,24,6,Q2,LATAM,Brazil,Online,Accessories,Watches,ACC-WAT-0162,None,100,4275.00,0.05,1077.07,100,120,19,0.97,0.00,Travel Light,2.97
2024-06-12,24,6,Q2,North America,USA,Online,Apparel,Hoodies,APP-HOO-0163,Flash,169,4837.51,0.18,1407.84,83,178,20,0.91,0.51,Summer Splash,2.44
2024-06-12,24,6,Q2,North America,Canada,Online,Footwear,Sneakers,FOO-SNE-0163,Clearance,129,7663.02,0.34,1776.79,90,151,17,0.98,0.30,Trail Master,3.31
2024-06-12,24,6,Q2,North America,USA,Online,Accessories,Watches,ACC-WAT-0163,None,114,4873.50,0.05,1026.05,33,123,20,0.92,0.71,Travel Light,3.75
2024-06-12,24,6,Q2,Europe,France,Outlet,Apparel,Hoodies,APP-HOO-0163,Loyalty,162,4771.25,0.16,871.34,74,188,5,0.97,0.54,Spring Refresh,4.48
2024-06-12,24,6,Q2,Europe,Germany,Online,Footwear,Sneakers,FOO-SNE-0163,Clearance,92,7052.49,0.15,1528.41,39,110,10,0.95,0.58,Trail Master,3.61
2024-06-12,24,6,Q2,Europe,France,Outlet,Accessories,Caps,ACC-CAP-0163,None,30,1282.50,0.05,1681.17,79,35,10,0.98,0.00,Everyday Essentials,-0.24
2024-06-12,24,6,Q2,APAC,Japan,Online,Apparel,T-Shirts,APP-TSH-0163,Clearance,110,3020.49,0.22,251.42,42,128,5,0.91,0.62,Back-to-School,11.01
2024-06-12,24,6,Q2,APAC,Singapore,Outlet,Footwear,Running,FOO-RUN-0163,None,48,4104.00,0.05,662.33,46,59,7,0.91,0.04,Trail Master,5.20
2024-06-12,24,6,Q2,APAC,Singapore,Outlet,Accessories,Watches,ACC-WAT-0163,None,45,1923.75,0.05,1411.02,54,50,5,0.95,0.00,Style Up,0.36
2024-06-12,24,6,Q2,LATAM,Mexico,Marketplace,Apparel,Jackets,APP-JAC-0163,None,62,2061.50,0.05,1590.26,39,68,10,0.92,0.37,Spring Refresh,0.30
2024-06-12,24,6,Q2,LATAM,Brazil,Outlet,Footwear,Running,FOO-RUN-0163,BOGO,82,6616.19,0.10,1538.52,74,93,11,0.92,0.10,Run Faster,3.30
2024-06-12,24,6,Q2,LATAM,Mexico,Online,Accessories,Caps,ACC-CAP-0163,None,81,3462.75,0.05,1060.31,49,86,11,0.91,0.40,Everyday Essentials,2.27
2024-06-13,24,6,Q2,North America,USA,Marketplace,Apparel,T-Shirts,APP-TSH-0164,None,32,1064.00,0.05,1697.43,27,37,6,0.95,0.16,Spring Refresh,-0.37
2024-06-13,24,6,Q2,North America,USA,Marketplace,Footwear,Running,FOO-RUN-0164,Clearance,133,9694.53,0.19,878.46,33,145,5,0.93,0.75,Trail Master,10.04
2024-06-13,24,6,Q2,North America,USA,Outlet,Accessories,Watches,ACC-WAT-0164,None,99,4232.25,0.05,619.70,76,104,5,0.90,0.23,Travel Light,5.83
2024-06-13,24,6,Q2,Europe,Germany,Marketplace,Apparel,T-Shirts,APP-TSH-0164,None,123,4089.75,0.05,944.29,31,128,11,0.95,0.75,Summer Splash,3.33
2024-06-13,24,6,Q2,Europe,Spain,Online,Footwear,Sandals,FOO-SAN-0164,Clearance,41,2716.68,0.26,1013.16,26,46,13,0.93,0.37,City Walks,1.68
2024-06-13,24,6,Q2,Europe,Spain,Marketplace,Accessories,Backpacks,ACC-BAC-0164,BOGO,48,1636.48,0.24,1093.57,35,59,20,0.97,0.27,Travel Light,0.50
2024-06-13,24,6,Q2,APAC,India,Outlet,Apparel,Hoodies,APP-HOO-0164,None,45,1496.25,0.05,1527.08,45,52,9,0.92,0.00,Spring Refresh,-0.02
2024-06-13,24,6,Q2,APAC,Japan,Marketplace,Footwear,Sneakers,FOO-SNE-0164,None,51,4360.50,0.05,574.89,73,56,7,0.91,0.00,City Walks,6.58
2024-06-13,24,6,Q2,APAC,Japan,Online,Accessories,Watches,ACC-WAT-0164,None,136,5814.00,0.05,1524.34,74,160,10,0.93,0.46,Everyday Essentials,2.81
2024-06-13,24,6,Q2,LATAM,Chile,Retail,Apparel,T-Shirts,APP-TSH-0164,None,78,2593.50,0.05,732.66,33,83,20,0.94,0.58,Back-to-School,2.54
2024-06-13,24,6,Q2,LATAM,Brazil,Outlet,Footwear,Running,FOO-RUN-0164,Clearance,152,11853.94,0.13,1718.91,70,180,16,0.91,0.54,Run Faster,5.90
2024-06-13,24,6,Q2,LATAM,Chile,Online,Accessories,Caps,ACC-CAP-0164,None,40,1710.00,0.05,738.68,66,49,7,0.92,0.00,Travel Light,1.31
2024-06-14,24,6,Q2,North America,Canada,Marketplace,Apparel,Jackets,APP-JAC-0165,Loyalty,211,5526.47,0.25,1075.94,59,220,18,0.97,0.72,Back-to-School,4.14
2024-06-14,24,6,Q2,North America,Canada,Marketplace,Footwear,Sandals,FOO-SAN-0165,None,106,9063.00,0.05,1798.64,75,129,13,0.93,0.29,Trail Master,4.04
2024-06-14,24,6,Q2,North America,USA,Retail,Accessories,Caps,ACC-CAP-0165,None,143,6113.25,0.05,410.88,43,148,9,0.91,0.70,Travel Light,13.88
2024-06-14,24,6,Q2,Europe,France,Online,Apparel,T-Shirts,APP-TSH-0165,None,109,3624.25,0.05,1188.37,44,125,11,0.97,0.60,Spring Refresh,2.05
2024-06-14,24,6,Q2,Europe,UK,Outlet,Footwear,Running,FOO-RUN-0165,None,120,10260.00,0.05,1713.50,35,125,8,0.92,0.71,City Walks,4.99
2024-06-14,24,6,Q2,Europe,France,Outlet,Accessories,Backpacks,ACC-BAC-0165,None,59,2522.25,0.05,1354.49,29,64,10,0.92,0.51,Style Up,0.86
2024-06-14,24,6,Q2,APAC,Japan,Retail,Apparel,Hoodies,APP-HOO-0165,Flash,116,3652.49,0.10,564.69,28,121,5,0.90,0.76,Back-to-School,5.47
2024-06-14,24,6,Q2,APAC,Australia,Retail,Footwear,Running,FOO-RUN-0165,BOGO,146,11039.99,0.16,413.52,58,151,7,0.91,0.60,Run Faster,25.70
2024-06-14,24,6,Q2,APAC,India,Online,Accessories,Backpacks,ACC-BAC-0165,None,107,4574.25,0.05,1125.64,46,124,12,0.91,0.57,Travel Light,3.06
2024-06-14,24,6,Q2,LATAM,Chile,Marketplace,Apparel,T-Shirts,APP-TSH-0165,Clearance,198,5315.43,0.23,1446.40,97,228,6,0.94,0.51,Back-to-School,2.67
2024-06-14,24,6,Q2,LATAM,Brazil,Outlet,Footwear,Sandals,FOO-SAN-0165,None,140,11970.00,0.05,903.40,78,174,12,0.90,0.44,Run Faster,12.25
2024-06-14,24,6,Q2,LATAM,Brazil,Outlet,Accessories,Watches,ACC-WAT-0165,Clearance,140,5482.98,0.13,390.98,106,166,19,0.91,0.24,Everyday Essentials,13.02
2024-06-15,24,6,Q2,North America,Canada,Online,Apparel,Jackets,APP-JAC-0166,None,168,5586.00,0.05,644.26,80,180,14,0.91,0.52,Spring Refresh,7.67
2024-06-15,24,6,Q2,North America,USA,Outlet,Footwear,Sneakers,FOO-SNE-0166,BOGO,52,3787.27,0.19,745.35,51,57,18,0.90,0.02,Trail Master,4.08
2024-06-15,24,6,Q2,North America,Canada,Outlet,Accessories,Backpacks,ACC-BAC-0166,None,110,4702.50,0.05,913.83,28,115,8,0.91,0.74,Everyday Essentials,4.15
2024-06-15,24,6,Q2,Europe,Germany,Online,Apparel,Hoodies,APP-HOO-0166,BOGO,202,5466.89,0.23,1676.21,77,227,19,0.95,0.62,Summer Splash,2.26
2024-06-15,24,6,Q2,Europe,Spain,Retail,Footwear,Sneakers,FOO-SNE-0166,Loyalty,71,5697.20,0.11,780.77,65,85,13,0.96,0.09,Run Faster,6.30
2024-06-15,24,6,Q2,Europe,UK,Retail,Accessories,Backpacks,ACC-BAC-0166,BOGO,189,5590.04,0.34,882.07,84,194,12,0.93,0.56,Travel Light,5.34
2024-06-15,24,6,Q2,APAC,Singapore,Online,Apparel,T-Shirts,APP-TSH-0166,None,154,5120.50,0.05,387.73,106,180,9,0.95,0.31,Summer Splash,12.21
2024-06-15,24,6,Q2,APAC,India,Online,Footwear,Sneakers,FOO-SNE-0166,Clearance,187,14403.58,0.14,1225.21,61,192,5,0.93,0.67,Trail Master,10.76
2024-06-15,24,6,Q2,APAC,Singapore,Online,Accessories,Caps,ACC-CAP-0166,None,74,3163.50,0.05,326.39,26,79,6,0.91,0.65,Style Up,8.69
2024-06-15,24,6,Q2,LATAM,Brazil,Retail,Apparel,T-Shirts,APP-TSH-0166,None,48,1596.00,0.05,1368.51,38,55,11,0.99,0.21,Spring Refresh,0.17
2024-06-15,24,6,Q2,LATAM,Brazil,Marketplace,Footwear,Sandals,FOO-SAN-0166,None,56,4788.00,0.05,285.81,92,68,16,0.90,0.00,City Walks,15.75
2024-06-15,24,6,Q2,LATAM,Brazil,Marketplace,Accessories,Backpacks,ACC-BAC-0166,BOGO,220,6704.27,0.32,1664.98,75,256,17,0.96,0.66,Travel Light,3.03
2024-06-16,24,6,Q2,North America,Canada,Retail,Apparel,Jackets,APP-JAC-0167,Flash,105,2400.16,0.35,1569.32,77,110,5,0.91,0.27,Spring Refresh,0.53
2024-06-16,24,6,Q2,North America,Canada,Retail,Footwear,Running,FOO-RUN-0167,None,134,11457.00,0.05,1399.89,48,149,14,0.94,0.64,Run Faster,7.18
2024-06-16,24,6,Q2,North America,Canada,Retail,Accessories,Backpacks,ACC-BAC-0167,None,36,1539.00,0.05,1006.22,35,41,10,0.98,0.03,Everyday Essentials,0.53
2024-06-16,24,6,Q2,Europe,France,Retail,Apparel,Jackets,APP-JAC-0167,BOGO,100,2753.57,0.21,245.92,51,105,17,0.98,0.49,Back-to-School,10.20
2024-06-16,24,6,Q2,Europe,UK,Retail,Footwear,Running,FOO-RUN-0167,Flash,41,2438.73,0.34,1209.39,51,46,19,0.95,0.00,Trail Master,1.02
2024-06-16,24,6,Q2,Europe,Germany,Outlet,Accessories,Watches,ACC-WAT-0167,None,124,5301.00,0.05,489.04,38,129,16,0.90,0.69,Travel Light,9.84
2024-06-16,24,6,Q2,APAC,Australia,Outlet,Apparel,T-Shirts,APP-TSH-0167,None,69,2294.25,0.05,1758.74,45,74,13,0.97,0.35,Summer Splash,0.30
2024-06-16,24,6,Q2,APAC,Australia,Outlet,Footwear,Sneakers,FOO-SNE-0167,Clearance,129,10006.77,0.14,412.32,75,134,18,0.98,0.42,City Walks,23.27
2024-06-16,24,6,Q2,APAC,Japan,Outlet,Accessories,Watches,ACC-WAT-0167,None,111,4745.25,0.05,1465.62,50,116,13,0.97,0.55,Style Up,2.24
2024-06-16,24,6,Q2,LATAM,Chile,Online,Apparel,T-Shirts,APP-TSH-0167,None,117,3890.25,0.05,1009.17,60,122,7,0.95,0.49,Summer Splash,2.85
2024-06-16,24,6,Q2,LATAM,Mexico,Online,Footwear,Sneakers,FOO-SNE-0167,Flash,70,5186.91,0.18,766.29,45,77,10,0.96,0.36,City Walks,5.77
2024-06-16,24,6,Q2,LATAM,Mexico,Outlet,Accessories,Watches,ACC-WAT-0167,None,105,4488.75,0.05,276.19,41,110,5,0.93,0.61,Everyday Essentials,15.25
2024-06-17,25,6,Q2,North America,USA,Online,Apparel,T-Shirts,APP-TSH-0168,None,80,2660.00,0.05,725.16,47,90,7,0.97,0.41,Spring Refresh,2.67
2024-06-17,25,6,Q2,North America,Canada,Online,Footwear,Sneakers,FOO-SNE-0168,None,31,2650.50,0.05,725.09,58,36,18,0.90,0.00,Run Faster,2.65
2024-06-17,25,6,Q2,North America,Canada,Retail,Accessories,Backpacks,ACC-BAC-0168,None,31,1325.25,0.05,1780.43,28,36,11,0.91,0.10,Travel Light,-0.26
2024-06-17,25,6,Q2,Europe,UK,Online,Apparel,Jackets,APP-JAC-0168,None,28,931.00,0.05,1703.84,83,33,20,0.97,0.00,Spring Refresh,-0.45
2024-06-17,25,6,Q2,Europe,Spain,Marketplace,Footwear,Sneakers,FOO-SNE-0168,Clearance,168,11142.56,0.26,887.31,55,197,17,0.98,0.67,Run Faster,11.56
2024-06-17,25,6,Q2,Europe,UK,Online,Accessories,Backpacks,ACC-BAC-0168,Clearance,46,1561.90,0.25,684.44,60,57,15,0.98,0.00,Everyday Essentials,1.28
